start_region,end_region,letter_association
RadialDistal,RadialDistal,TI_Apps_4
RadialIntermediate,RadialIntermediate,TI_Call_1
RadialProximal,RadialProximal,TI_Music_3
VolarDistal,VolarDistal,TI_Climate_2
VolarIntermediate,VolarIntermediate,TI_Map_6
VolarProximal,VolarProximal,TI_Chats_5
RadialDistal,RadialIntermediate,Whatsapp_4
RadialDistal,RadialIntermediate,Radio_4
RadialDistal,RadialIntermediate,Instagram_4
RadialDistal,RadialIntermediate,Podcast_4
RadialDistal,RadialIntermediate,Spotify_4
RadialIntermediate,RadialDistal,CallingPerson_1
RadialIntermediate,RadialDistal,CallAccept_1
RadialIntermediate,RadialDistal,CallReject_1
RadialIntermediate,RadialDistal,CallReply_1
RadialIntermediate,RadialDistal,MuteMic_1
RadialProximal,RadialDistal,NextSong_3
RadialProximal,RadialDistal,VolumePlus_3
RadialProximal,RadialDistal,Play_3
RadialProximal,RadialDistal,VolumeMinus_3
RadialProximal,RadialDistal,Pause_3
VolarDistal,RadialDistal,AC_2
VolarDistal,RadialDistal,CarSeatHeater_2
VolarDistal,RadialDistal,Air_2
VolarDistal,RadialDistal,SteeringHeater_2
VolarDistal,RadialDistal,Heater_2
VolarIntermediate,RadialDistal,Home_6
VolarIntermediate,RadialDistal,Destination_6
VolarIntermediate,RadialDistal,Recenter_6
VolarIntermediate,RadialDistal,Work_6
VolarIntermediate,RadialDistal,Search_6
VolarProximal,RadialDistal,Reply_5
VolarProximal,RadialDistal,Send_5
VolarProximal,RadialDistal,SpeechToText_5
VolarProximal,RadialDistal,Keyboard_5
VolarProximal,RadialDistal,ContactList_5
